trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
358,False,"{'e': 0.0016246447207919252, 'a': 0.8}",20,13,14.81638273563477,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'e': 0.0015672287874017247, 'a': 0.8}",25,11,22.389143820103424,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'e': 0.0015116900304877733, 'a': 0.8}",30,20,20.171370530771007,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'e': 0.001457972892810472, 'a': 0.8}",20,11,17.15528667407908,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'e': 0.0014060232491857907, 'a': 0.8}",25,9,16.67926515696795,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
363,False,"{'e': 0.001355788376968099, 'a': 0.8}",30,22,17.11116924506535,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'e': 0.0013072169268911397, 'a': 0.8}",25,11,25.141460374099935,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'e': 0.0012602588942716541, 'a': 0.8}",20,4,29.948195391765484,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'e': 0.0012148655905797514, 'a': 0.8}",20,15,6.770657802794989,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'e': 0.0011709896153797178, 'a': 0.8}",20,14,12.186310100945798,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'e': 0.001128584828644571, 'a': 0.8}",25,18,14.861172336908135,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'e': 0.0010876063234472907, 'a': 0.8}",20,10,19.28827066948773,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'e': 0.0010480103990312885, 'a': 0.8}",25,12,27.600804395937672,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'e': 0.0010097545342623228, 'a': 0.8}",20,11,15.662075949335549,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'e': 0.0009727973614637301, 'a': 0.8}",20,5,27.026396865641633,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'e': 0.0, 'a': 0.0}",20,13,11.946060775747611,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'e': 0.0, 'a': 0.0}",25,15,16.494213799007152,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'e': 0.0, 'a': 0.0}",25,20,11.325311003163735,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'e': 0.0, 'a': 0.0}",25,11,25.56961952912946,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'e': 0.0, 'a': 0.0}",20,8,21.358837532138388,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'e': 0.0, 'a': 0.0}",30,19,20.102531504753607,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'e': 0.0, 'a': 0.0}",25,11,25.826533337098937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'e': 0.0, 'a': 0.0}",20,14,12.79022892428982,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'e': 0.0, 'a': 0.0}",25,14,19.932032877593407,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'e': 0.0, 'a': 0.0}",25,11,23.33051177380212,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'e': 0.0, 'a': 0.0}",20,11,13.103449577698523,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'e': 0.0, 'a': 0.0}",20,10,18.4516325858958,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'e': 0.0, 'a': 0.0}",20,10,21.524746578608806,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'e': 0.0, 'a': 0.0}",20,16,8.150084574907467,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'e': 0.0, 'a': 0.0}",25,13,24.538900558534674,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'e': 0.0, 'a': 0.0}",20,8,20.395923066282474,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'e': 0.0, 'a': 0.0}",25,12,23.848257880095016,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'e': 0.0, 'a': 0.0}",30,16,29.553848673598125,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'e': 0.0, 'a': 0.0}",25,14,19.91745706039313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'e': 0.0, 'a': 0.0}",25,13,23.94161678517387,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'e': 0.0, 'a': 0.0}",25,20,8.02040149915424,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'e': 0.0, 'a': 0.0}",20,8,23.519840534438174,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'e': 0.0, 'a': 0.0}",25,17,14.584336347251455,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'e': 0.0, 'a': 0.0}",30,7,35.805505238207786,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'e': 0.0, 'a': 0.0}",25,19,11.714372143978505,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'e': 0.0, 'a': 0.0}",20,11,18.996375362010184,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'e': 0.0, 'a': 0.0}",20,16,8.387416400261081,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'e': 0.0, 'a': 0.0}",25,11,26.27054689679701,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'e': 0.0, 'a': 0.0}",20,14,11.684403623139314,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'e': 0.0, 'a': 0.0}",30,13,30.11494722062312,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'e': 0.0, 'a': 0.0}",20,8,21.313715593465766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'e': 0.0, 'a': 0.0}",25,13,23.881268634795944,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'e': 0.0, 'a': 0.0}",25,13,24.160449699807963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'e': 0.0, 'a': 0.0}",30,19,21.422944900680132,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'e': 0.0, 'a': 0.0}",20,12,13.535833640245809,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'e': 0.0, 'a': 0.0}",20,12,15.667403922590397,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'e': 0.0, 'a': 0.0}",20,11,16.975311676357915,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'e': 0.0, 'a': 0.0}",25,13,22.80562174438404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'e': 0.0, 'a': 0.0}",35,17,34.67031164220159,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'e': 0.0, 'a': 0.0}",30,14,32.25315856955837,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'e': 0.0, 'a': 0.0}",25,17,16.712215679077286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'e': 0.0, 'a': 0.0}",30,11,33.915243741221836,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'e': 0.0, 'a': 0.0}",30,22,11.582694487891303,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'e': 0.0, 'a': 0.0}",20,13,9.956276531982958,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'e': 0.0, 'a': 0.0}",20,6,26.45345294317459,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'e': 0.0, 'a': 0.0}",20,6,21.798411267012533,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'e': 0.0, 'a': 0.0}",35,21,26.27314512112102,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'e': 0.0, 'a': 0.0}",30,19,19.021056269233053,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'e': 0.0, 'a': 0.0}",25,11,24.255083974333274,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'e': 0.0, 'a': 0.0}",25,7,28.47543601309764,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'e': 0.0, 'a': 0.0}",25,17,17.40264848714447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'e': 0.0, 'a': 0.0}",20,13,12.308214258543263,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'e': 0.0, 'a': 0.0}",20,7,24.859546314306936,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'e': 0.0, 'a': 0.0}",20,8,21.84146307654828,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'e': 0.0, 'a': 0.0}",20,16,7.527020649886999,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'e': 0.0, 'a': 0.0}",20,8,21.010537254288195,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'e': 0.0, 'a': 0.0}",20,12,15.638676395725735,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'e': 0.0, 'a': 0.0}",20,8,21.706750191816845,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'e': 0.0, 'a': 0.0}",20,16,6.817823704619426,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'e': 0.0, 'a': 0.0}",25,13,21.097909681074732,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'e': 0.0, 'a': 0.0}",25,12,25.156571970333257,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'e': 0.0, 'a': 0.0}",30,16,24.59858548549493,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'e': 0.0, 'a': 0.0}",20,10,21.972258001977796,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'e': 0.0, 'a': 0.0}",35,23,23.8709089033809,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'e': 0.0, 'a': 0.0}",20,16,8.452034199748077,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'e': 0.0, 'a': 0.0}",25,13,23.19328859747158,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'e': 0.0, 'a': 0.0}",25,16,17.520928399778924,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'e': 0.0, 'a': 0.0}",25,15,20.038199357057515,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'e': 0.0, 'a': 0.0}",20,6,29.8685006226602,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'e': 0.0, 'a': 0.0}",25,19,10.240926838844553,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'e': 0.0, 'a': 0.0}",20,9,21.596308572180032,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'e': 0.0, 'a': 0.0}",25,11,25.31564158034796,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'e': 0.0, 'a': 0.0}",25,2,40.5206120667799,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'e': 0.0, 'a': 0.0}",20,5,24.17194377008822,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'e': 0.0, 'a': 0.0}",35,25,17.819021331101833,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'e': 0.0, 'a': 0.0}",30,16,25.69556816990058,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,True,"{'e': 0.0, 'a': 0.0}",20,8,21.34438957511576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'e': 0.0, 'a': 0.0}",20,9,23.481553199614524,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'e': 0.0, 'a': 0.0}",20,16,6.700419571550161,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'e': 0.0, 'a': 0.0}",20,6,26.767330924369737,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'e': 0.0, 'a': 0.0}",20,13,15.83579023321821,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'e': 0.0, 'a': 0.0}",20,14,11.47573468493363,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'e': 0.0, 'a': 0.0}",25,16,17.09130606057576,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'e': 0.0, 'a': 0.0}",20,9,21.16688693135051,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'e': 0.0, 'a': 0.0}",25,13,22.260142185845577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'e': 0.0, 'a': 0.0}",25,17,13.757171395193833,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'e': 0.0, 'a': 0.0}",30,17,26.97004567536551,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'e': 0.0, 'a': 0.0}",20,9,18.947448935275926,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'e': 0.0, 'a': 0.0}",30,14,29.04255360686664,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'e': 0.0, 'a': 0.0}",20,3,28.618089847139842,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'e': 0.0, 'a': 0.0}",20,11,15.720476841988123,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'e': 0.0, 'a': 0.0}",35,20,26.15600336708927,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'e': 0.0, 'a': 0.0}",25,14,20.08102974039584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'e': 0.0, 'a': 0.0}",20,13,15.192683443269807,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'e': 0.0, 'a': 0.0}",25,7,28.79012360890937,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'e': 0.0, 'a': 0.0}",20,15,8.44623279733753,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'e': 0.0, 'a': 0.0}",20,7,24.081623118185732,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'e': 0.0, 'a': 0.0}",20,11,18.777317312806982,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'e': 0.0, 'a': 0.0}",20,4,26.228225585346717,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'e': 0.0, 'a': 0.0}",30,14,32.733099404934556,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
